9SIA1K643P1589,23H-000F-00007,2/28/2017 1:13:15 PM,Patrick M.,Doesn't Work in Linux,1, None, Not supported,,None,None
9SIA4RE4VW3529,29-102-004,10/5/2006 6:25:17 PM,Anonymous,it's a creative...,3, its the only gaming sound card company.Cheaper than an x-fi., Creative should give p on their proprietary front panel connectors...,,0,2
9SIA4RE4VW3529,29-102-004,10/4/2006 9:59:31 AM,Asa F.,"Great sound, horrible software.",3," For starters, this card sounds fabulous, and even makes a lot of difference with cheap speakers (logitech X-530's). I compare this one's sound to an old audigy card in my other computer, and there is a definite performance difference."," Simply put, the software package. It is awful. I installed the full package, set up the remote and started playing around with my new toy, and then tried to run Fable. It crashed without fail on startup, even after re-installing the game. Went online, downloaded the newest drivers from Creative's site, installed them. and Fable started right up without a hitch. Unfortunately, the software package from online apparently does not support the remote control, so now I'll just have to use that as a paperweight...."," DO NOT buy this because of the remote... I chose this over a card with similar features because of the remote, and am dissapointed with the functionality (or lack of). Creative really needs better software, because the package that comes with this is awful. This card would get five eggs if the software actually worked the way it should.",4,4
9SIA4RE4VW3529,29-102-004,9/30/2006 6:41:47 PM,Mr. B.,Excellent!,5," Great card.  No crackling, snappling, poppling.  Nice features in the Audio Console.  It's not a long card.  The remote was a cool idea..."," However, the remote only works with the included software :("," This is a great card.  I can't compare it to an Audigy 2ZS cuz i don't have that card, but i did choose this over that one.  EAX 4.0 sounds pretty cool in games that support it.  I upgraded from a Live! 24-bit.  The difference in sound quality isn't that big, but the Live! didn't support EAX 4.0.  After i got this card, the snappling i had with my Live! was gone.",None,None
9SIA4RE4VW3529,29-102-004,9/28/2006 8:40:05 PM,William S.,Very nice card,5, Sounds incredible. Good price. Pair this card with good speakers and you will be blown away., None., Be sure to get updated drivers from Creative's website.,None,None
9SIA4RE4VW3529,29-102-004,9/26/2006 5:34:38 AM,Anonymous,Excellent,5," Excellent card for it's price, Creative labs makes excellent products. I've owned the card for two months now and it runs perfect, has excellent software menu's as well.", none.,,None,None
9SIA4RE4VW3529,29-102-004,9/23/2006 12:17:58 AM,rodney,Sweet to the ear's,5, great sound card for the money work's great 7.1 system would buy again, none,,0,1
9SIA4RE4VW3529,29-102-004,9/21/2006 9:30:38 PM,Anonymous,Why go X-Fi?,5," *CRYSTAL CLEAR*EAX ADVANCED HD 4.0*ZOMG! It's got a REMOTE!*Oh yeah, the 24-bit Creative sticker looks kewl!Okay, speaking generally here, but using BF2 as an example. I had onboard before, and I kept complaining because all the game sounds (on top of Ventrilo) sounded all 'cluttered'. Got this, and you can here every sound individually it seems. Not to mention EAX 4.0 = More realism in games."," *Nothing tells you what that 10-pin connector is for (Still dont know)*Mute button on remote doesn't work on Wife, Mother, Sister, or other women.It's not X-fi, it doesnt have EAX 5.0, its own RAM, or provide as huge preformance increase. However, it does noticebly improve preformance on my machine. See Below."," I'm on a Ath64 3500+, 512x2 DC'd PC3200 OCZ RAM, Sapphire x850XT PCI-x rig, and with most settings on low I manage around 70-90FPS, but was finding myself with frequent sudden spikes in FPS-loss, but the Audigy 4 fixed that. Your onboard sound is probably at best EAX 2.0, which isn't HD, meaning it only does 64 channels. EAX 3.0 and up are 128chans. Major improvement. Remote is fun to play with too. Why buy over Aud2? Because 4 has better digital features. Its fun.",3,4
9SIA4RE4VW3529,29-102-004,9/20/2006 7:25:40 AM,Dan G.,not worth the money or trouble,2," better drivers and stability than the Audigy 2 ZS, low processor overhead, good sound"," surround sound doesn't work properly in many of the games I play, drivers that came with the card badly outdated, updating the drivers very troublesome, processor overhead of the software with it is very heavy, very infrequent updates for the drivers, still far too many problems for as old as this card is"," Creative is the worst for support.  they have 6-8 months between driver revisions most of the time, if they update them at all.  They obviously don't test the drivers.  the software with this card causes problems with half the anti-virus programs out there: Norton, BitDefender, and Kapersky are the 3 I tried and failed.  It disables the anti-virus program during boot and won't let it enable for at least 5 minutes after boot, prompting Windows to go into a hissy fit about not having anti-virus software going.  They refuse to even acknowledge that this problem even happens, let alone fix it, while the anti-virus makers totally acknowledge the problem and say the only way to fix it is to remove the Creative software.",None,None
9SIA4RE4VW3529,29-102-004,9/19/2006 5:14:08 PM,Dan G.,not worth the money or trouble,2," better drivers and stability than the Audigy 2 ZS, low processor overhead, good sound"," surround sound doesn't work properly in many of the games I play, drivers that came with the card badly outdated, updating the drivers very troublesome, processor overhead of the software with it is very heavy, very infrequent updates for the drivers, still far too many problems for as old as this card is"," Creative is the worst for support.  they have 6-8 months between driver revisions most of the time, if they update them at all.  They obviously don't test the drivers.  the software with this card causes problems with half the anti-virus programs out there: Norton, BitDefender, and Kapersky are the 3 I tried and failed.  It disables the anti-virus program during boot and won't let it enable for at least 5 minutes after boot, prompting Windows to go into a hissy fit about not having anti-virus software going.  They refuse to even acknowledge that this problem even happens, let alone fix it, while the anti-virus makers totally acknowledge the problem and say the only way to fix it is to remove the Creative software.",3,4
9SIA4RE4VW3529,29-102-004,9/19/2006 3:11:54 PM,Anonymous,"AWSOME,  no more crash to desktops!",5," no more crashing to desktop while using onboard sound! teamspeak, and battlefield 2, and music at the same time without crashing or freezing anything. i only have a 2.1 speaker system from logitech, and i already hear much crisper in game sounds, and EAX HD 4 isnt the latest (5 is) but all the games that it supports rock!"," maybe its just me, but the pcb they used for this card is pretty flimsy in the pci slot.",,None,None
9SIA4RE4VW3529,29-102-004,9/19/2006 7:27:59 AM,Anonymous,much needed upgrade,5," Great sound, though wish i had better spearkers to fully enjoy it."," Software is a bit bloated, but some of the features are kinda neat, like the remote.", excellent replacement for the onboard sound that started to go out after only 9 months of use.  also helps free up a little cpu load to improve frame rates a tad.,None,None
9SIA4RE4VW3529,29-102-004,9/17/2006 9:14:37 AM,Edward K.,Card works Great,3, The sound quality is outstanding, The stupid usb remote device does not work  windows tells me it has malfuctioned and will not work, Don’t feel like RMAing it because I don’t want to waste my time or money on something I probably wont use any way I just wanted the card,None,None
9SIA4RE4VW3529,29-102-004,9/15/2006 8:43:36 AM,Marlene M.,Sounds Great,4, Sounds great and the remote along with the software is cool. The Price is right, The software is very bloated., I love creative sound cards but I can't stand the software.,1,1
9SIA4RE4VW3529,29-102-004,9/9/2006 8:47:52 PM,Andrew H.,Good Card,5," Met all expectations. I bought it because the playback in Finale 06 was of very poor quality with the intergrated sound. I was using the speakers from my home theater system which cost half as much as my computer, so the quality should have been better. This card made playback perfect."," I would rather have 2 good RCA plugs than all the multichannel inputs, but that's just me. Had to buy an adpater."," I dont know how this compares to others in the price range, but for me it has worked flawlessly.",0,1
9SIA4RE4VW3529,29-102-004,8/30/2006 9:05:59 AM,Neil M.,Stunning Quality,5," Setup is simple and easy. Just pop in the card, and install the software. The website is also well designed and new drivers are extremely easy to find. There are tons of helpful tools such as bass boost, and recording. I play CSS, and Battlefield 2, and they sound incredible. I never hear a stutter with EAX enabled and sound quality set to its highest. Music is a whole new experience for me. As soon as I installed this, I listened to music for hours on end."," Tiny bit of crackling in some music, but my speakers aren't that good. I can't imagine what this would sound like with better speakers. It seems like Final Fantasy 7 became uncompatible after I installed this card even with the XP patch."," Be careful installing in an XPS400 computer. The thing that holds the PCI cards down touches this, due to its height.",None,None
9SIA4RE4VW3529,29-102-004,8/29/2006 9:40:22 PM,Mathew B.,Good card for the money,5," Decent price expecially with the rebate i got. Really nice sound, best sound yet ive had on my 6.1 speakers attached to my computer via a reciever. Remote Control included. Lots of sound formats available, its just an overall decent card.", Digital I/O port and no coaxial or optical outs. Save yourself the headache and pick up the 1/8th inch mono plug-to-RCA SPDIF converter if your using a reciever. I messed with this thing for almost a week until i got the stupid four dollar cable at radio shizzack that fixed the problem. no cables in the box other than remote and its device., Make sure you have what you need to connect this card to your speaker setup cause it comes with no cables at all.,None,None
9SIA4RE4VW3529,29-102-004,8/28/2006 11:52:02 AM,George N.,The BEST sound card for less than a 'benjamin'!,5," Provides probably the best sound available for the price range. No problems whatsoever and the sound is just awesome. Drivers are great but came with bundled software, which was easily dealt with.", None,,None,None
9SIA4RE4VW3529,29-102-004,8/27/2006 5:36:24 PM,John G.,OK...,4, Sounds great..., Does not play well with MS Vista beta 2. This (annd all CL cards) does not have a universal connector to connect to the front pannel audio jacks on most cases. I think CL wants people to buy their expensive interfaces. This almost kept me from buying this card. I guess I'll just have to use the headphone jack on my speakers...,,None,None
9SIA4RE4VW3529,29-102-004,8/27/2006 2:58:31 AM,Anonymous,Fantastic,5," Fantastic Drivers/Software, Great Quality Sound. My drivers crashed when I first installed from CD but I quick patch from the website and I've been running great ever since! Best bang/$$$ card available.DVD-like Remote Control"," It installed a bunch of stuff I didn't want .. CD Burner, MP3 organizer, and some other stuff that I have no use for. The problem was that they were eating up my CPU (in the background) while I was playing games so I had to remove a few of registry keys from startup. No big deal."," Absolute best soundcard you can get, ESPECIALLY if you use headphones. X-fi doesn't sound any better than this card if you use headphones. If you don't believe me, feel free to do some research.",3,3
9SIA4RE4VW3529,29-102-004,8/23/2006 11:29:29 AM,Anonymous,sweeeet!,5," awesome, audigy cards are the only way to go. my old card, audigy 2 died and i had to resort to on-board sound while waiting for my new card...made me very sad waiting for the new card!"," the bundled AOL software, and all the bloatware that installs along with the drivers...use of winpatrol kept the extra stuff out of the way.",,None,None
9SIA4RE4VW3529,29-102-004,8/9/2006 10:19:57 PM,rodney,great fans that's cool,5, great buy, none, color of fan little diffrence but still nice,0,4
9SIA4RE4VW3529,29-102-004,8/8/2006 5:48:50 PM,joseph b.,Best of the Audigy class SBs'.,5," Have had mine for over a year now,no problems of any sort at all. Lives up to the claims on the box.Can't ask for more than that.Just a Great Basic SoundBlaster.Games are Made with SoundBlasters in mind!DVD movie sound is awsome with good speakers&subwoofer.The ""record what you hear"" feature is awsome!Bit of a learnig curve with the software,but once you figure it out, the software has some really cool stuff.Best of the Audigy series.Would buy again."," No complaints,,can't think of any.Ok,here is one,,It's the Last of the Mohicans,errr, I mean Audigy series,", This card is the BEST low cost alternative to the X-Fi there is.'nuff said?Be sure to check creatives web site for the latest and greatest drivers&stuff.,2,2
9SIA4RE4VW3529,29-102-004,8/8/2006 3:05:33 PM,david o.,Great card,5, Great card. Replaced my old card (the sound blaster live)with logitech z5300e speakers. Imporved the sound incredibly i couldnt believe it. It also supports every feature you could ever want in a sound card.the price was also great., nothing yet, buy this crad with the z5300 or z5500 logitech speakersgreat pairs,None,None
9SIA24G28N1670,29-102-062,2/8/2017 10:07:04 AM,Dennis O.,Creative Sound Blaster Audigy FX 5.1 PCIe Sound Card with 600 ohm Headphone Amp  Item Number:N82E16829102062,1, Should be a good product., Has not worked from day one.  Bought one month ago.  Replacing an Extigy until that is stand alone that quit.  Good product but Newegg has not carried since Shortly after my purchase of it.," One has to uninstall other cards or disable them.  Onboard Realtech uninstalled.  Extigy does not unistall, was disabled.  Software deleted.  Speakers (Polk)  do not make any sound.  Head Phones do not make any noise in them.  What is one to do,",None,None
9SIA24G28N1670,29-102-062,11/29/2016 2:07:24 PM,Carl A.,AWESOME PRODUCT,5," Cheap easy to use. I don't need 7.1 surround ,I game a lot and I find that 4 discreet channels with full range speakers helps me to hear where people are better than 5.1, or 7.1. So I use 2 stero amplifiers(front and rear) and some huge speakers in 4 corners of the room."," I couldn't get the software right but I think it is because of my windows being messed up. (My computer keeps telling me I don't have the rights to install, even though I am the only admin, I  worked around by expanding the files to program files and it works.)", yes i would recommend this to others the price and quality are there.,None,None
9SIA24G28N1670,29-102-062,11/28/2016 9:17:58 PM,Janice L.,Easy install and setup.  Newegg got it to me very quickly.,5," Installation was a snap.  Win 10 Home recognized it upon boot.  For the software package I just went to the website to get the latest, didn't bother with the Install CD.  This card sounds so much better than the integrated sound.  I was really surprised."," None.  Honestly, I'm trying to think of one but I can't."," There have been several reviewers who have had problems.  Maybe I just got lucky.  And, most people only write reviews when something goes wrong.  Everything worked perfectly for me, of course every computer is different, so YMMV.System:Dell Precision T3500Xeon X5672, 4/8, 3.2/3.68 GB DDR3eVGA GTX 750 Ti SC 2GBSSD/HDDHad integrated audio, it died, hence the new sound cardCorsair 430 Watt PS,EtcWould I recommend this sound card?  Based on my experience, absolutely.",1,1
9SIA24G28N1670,29-102-062,11/5/2016 4:58:07 PM,Mike S.,Thought it would be great upgrade,1," Easy install,  Software install,  Sounded great at very low volume."," One of my computers asus M3A32 it sounded like Fluttering butterflies  I tried everything PCIE power increase  Two different operating systems. Win 8.1  Win 10 Latest drivers. Every PCIE slot.  Seemed like power issue but I don't think that was it.  Installed in a sabertooth 990fx and it works on very low volume. Turn it up and it cuts out and volume dial jumps down as well.   Both systems have over sized power supply's  750w and 850w  I changed the bit rate to 24 and 98hz and there were the butterflies again, Either I got a bad card or the drivers really suck.   Tried to contact creative labs support but it seems that is non existent.  Return pending...", Gamble on this one or do more research on a better product.,1,1
9SIA24G28N1670,29-102-062,9/22/2016 3:02:31 PM,Anonymous,Works Perfectly!,5," It has sound, Plugged it in, windows 10 worked right away without even installing drivers manually.  My asus m5a99fx pro r2.0 motherboard and windows 10 didn't get along, this works and solved my sound problem.", none,,None,None
9SIA24G28N1670,29-102-062,8/16/2016 9:58:26 AM,Anonymous,Excelent !!,5, - Quality- Sound - Price, - No Toshlink, Excellent performance/price ...,None,None
9SIA24G28N1670,29-102-062,8/11/2016 9:50:39 AM,Brian H.,Worked perfect with Windows 10 x64,5, Works (with Sennheiser HD 580 phones)AffordableE.Q. is comprehensiveDrivers worked with Windows 10 x64," Bunch of effects you really don't need that are toggled on by default.Treble sounds a little off.  For 36 bucks, I'm not tripping, though.I have no reference source to compare to and prove its not a placebo effect, so...  Yeah, idk."," My Halo Claro XT contacts got scratched by an ASUS P6T SE PCI slot.  Pure B.S.So I tried the onboard sound.  Turns out, it's such an ancient mobo that the drivers refuse to work on Win 10.So I looked for a new card.  The '600ohm' in the title caught my eye, so I bought this thing.For 36 bucks, you can not beat this.I know the sound blaster amp is working because I tested my HD580s in another PC with working onboard audio and there was no bass.",1,1
9SIA24G28N1670,29-102-062,8/1/2016 8:03:41 AM,Joseph L.,Not a good card,1," -When it works, it has sound."," -Took too much tinkering to get to work on Windows 7, and the same effort on Windows 10.-Whenever the computer reboots, the sound would disappear/get extremely quiet where everything jacked up to 100, including the speakers, it was barely audible."," I had to get a sound card after my onboard sound broke, and I would not recommend this card to anyone.  I eventually picked up an ASUS Xonar U3 USB sound adapter and it worked right as I plugged everything in.  There are numerous issues with low volume dating back several years from my research in trying to get this thing to work properly, and when it worked, it seemed to do so via, ""magic.""",None,None
9SIA24G28N1670,29-102-062,7/27/2016 10:22:03 AM,David D.,Problems after only a few months of use,1, Installation was straight forwardGood Software and drivers," Poor DAC, I guess? All my digital music started cracking, sounding distant, overall just breaking up after just a few months of use."," I like to point out that I only got this product because the audio on my MB stopped working. While researching that I found that it is better to use a separate Sound Card for music which I was playing thought my main audio setup.  Okay, went into closet and my box of computer stuff and pulled out two (2) PCI Sound Blaster Sound cards. ONLY to find out that Creative does not support them in Windows 10. Darn, so I have to buy a new Windows 10 compatible Sound Card. Now, I don't use this computer/stereo daily just in the evenings a few times a month going to ""YouTube"" selecting music to listen to for an hour or two. Initially things worked fine then sound started cutting in and out. Then it sounded distant like in a church. Change PCIe slots, cables, stereo input, Beats headphones, made sure the onboard Audio was disabled in Bios, still a problem. Then this morning tried the item on another computer. Same problem.  Creative always have had good products but not this item.",None,None
9SIA24G28N1670,29-102-062,7/20/2016 3:52:22 PM,Andy B.,Very disappointed,1," Years ago I bought a Windows XP computer and put a Create Audigy soundcard in it.  It sounded and still sounds great.  I wanted that same great sound in my new Windows 10 computer so I chose what I hoped would be the closest thing, the Creative Audigy FX soundcard.  Read on....."," The surround channels sound terrible, echo and lack bass.  After any quiet passage of audio the surround channels mute for 3 or 4 seconds.  I found this out when I had the front speakers shut off and I wasn't getting any email audio alerts.  Turns out by the time this mute on the surround speakers can kick out, I've already missed any audio email alerts. Between Windows 10, my motherboard and this soundcard there is no way to record ""what u hear"" or a ""sound mixer input"".  Its been left out.  So, I can't record any streaming audio.  Researching this and not fully understanding what I'm doing, your supposed to be able to download a generic ASIO driver.  I fouled with it for hours and never could get it to work.  The only work around I've found for being able to record ""what u hear"" audio is to use a 3.5mm splitter on the soundcard's front output speakers  and split that to the same soundcards line input. Testing this showed a loss of volume of about 12-15% and doing a white noise test surprisingly didn't show any fidelity loss. Its a usable workaround but I'm also tying up my line input jack.", The Windows 10 software for this soundcard has to be downloaded from the Creative website.  Basically its just an equalizer and not worth the trouble.,0,1
9SIA24G28N1670,29-102-062,5/28/2016 5:02:01 PM,Stephen K.,Works fine.,5, I use it to listen to classical music and for playing Quake III and Doom IV.  Works fine for my 5.1 sound system., None," Yes, I would recommend it.  It works, sound is great, and the price is decent.",0,1
9SIA24G28N1670,29-102-062,5/21/2016 3:10:58 AM,Anonymous,Nice sound card,4, - Bass is good- nice range- nice deep sound- nice audio leveler, sound out of the box is ugly. needs at least audio leveler turned on.," My settings: sbx pro studiosurround 3d,  41%crystallizer 84%-smart volume loud(this is the audio leveler, loud works the best) speakers/headphones:5.1optional speaker:center, subwoofer, reareq: poplogitec speakers set to stereo 2x sound effect",1,1
9SIA24G28N1670,29-102-062,4/25/2016 2:40:08 PM,Ricardo F.,"Honestly, this product delivers.",4, 1. I get the quality sound I was looking for.2. The CD installer did more work than me.3. I don’t hear any of that annoying static deep in the audio.4. I get extra features from the CD where I’m allowed to Opt my game audio on listed games.5. The Sound Blaster control panel was easy to understand.6. Says here I need 1GB RAM (Random Access Memory) and an Intel chip with 2.20 Ghz+ (I'm glad its not demanding),"  1. Although easy to install in your PC, the CD installer gave me issue in the program it installed for (auto updater)? It kept claiming that services are too busy or whatever, to be able to update/ I don’t even know what its updating exactly (Drivers? Software for control panel? I don’t have a clue). 2. Another feature installed by the CD was that once scanning my PC for hardware or software for info it registered Windows 8.1 64bit (an OS I upgraded from, into Windows 10) so the software thinks I’m on windows 8, doesn’t seem to give me trouble at all but its slightly irritating for me to read mistake(s).2. When I started with everything freshly installed, the sound quality from my music were fine and I didn’t get any static or disturbance. But! I noticed a small Tron like voice quality at the far end of my music but vanished, I don’t know what that’s all about but it might be the hardware and software adjusting as the Sound Blaster is at work."," We would have liked 7.1 Surround sound, but those are hard to find especially on a budget. But this 5.1 delivers just about the same quality that I wanted (mostly didn’t want static somewhere in the back of my music) (and yes this will cure that static issue) The Bass quality is a bit better than using Realtek Sound quality. But at least Realtek enabled me to hear from all 6 angles for speaker setup with my headphones, while Sound Blaster only allows Left and Right features and not back and front audio stimulation of speaker placement, hope it’s not hard to understand.[[If your a windows 10 user, skip using the CD installer!]] you want to go to Creative's page to download the software that fits your OS, click on the ""Software pack for windows 10"" you don't want the update version (make sure to hit Agree to start download when you solve the small math question to identify if your human.. I guess animals use your PC). if you already installed the CD (its fine, this download will patch the mistakes then restart your PC) the Creative website for Sound Blaster: http://support.creative.com/downloads/?h=7",None,None
9SIA24G28N1670,29-102-062,3/11/2016 2:07:16 PM,Anonymous,"Awesome product, would recommend",4, This sound card gives you amazing control over your sound system. Although I have not tried the mic or headphone jacks (don't use them) the 5.1 surround system ports work great. You get more or less the control you would with an expensive stereo receiver but in your desktop. Not only that but you really can't beat the price.," The only issue that I had with this was in the set up. It works great and is otherwise plug and play but not so much with multiple speakers. With my set up I needed to make sure all of the amps were plugged in and turned on, otherwise no sound would come out. But once it was set up it was smooth sailing.",,None,None
9SIA24G28N1670,29-102-062,2/29/2016 5:18:51 AM,Martin F.,Great Product for the price,5, - Small in design- Has all the basic feature- Works out of the box- Excellent sound- 600 Omh headset support- Nice software suite- Cheap performance/price ratio- Great improvement over onboard, Nothing so far," I've made some research before buying this card, I was hesitating between this one and the Asus Xonar which is a bit more expensif. Since my onboard audio started having distortion, I needed a new card and I am glad I went with this one. Out of the box, it's a nice product, install is fast, the supplied CD with Driver installed straight up into Win 7.I don't know why people bash the software that comes with, I find it complete.. It has a lots of Eq, a high and bass sliding bar and even has a crossover frequency. Not sure what other would like more than this but I am happy with the software suite.Although this card, does not have any optical out and 7.1, I didn't want those since I only play with headphones so 7.1 was useless to me and I don't play on HTPC so optical was not necessary. Would of been nice if it was there but not a deal breaker for me.Sound wise, I have a pair of Kingston Hyper X cloud and this sound card has dramatically improved my experience, the sounds is so much clear and the bass in deep for a pair of headphones. Sound localisation in game is on the spot too. If I needed another sound card, I would go with this one without hesitation. A nice improvement over onboard sound for sure. 50 $ well spent",None,None
9SIA24G28N1670,29-102-062,12/1/2015 11:55:08 AM,Brett D.,"Nice Card, Bad Software",4," Well builtEasy to installNice documentation includedPlug and play, for windows anywaySupport to plug a front headphone IO cable was a nice surprise I didn't notice when purchasing. It sounds a lot nicer than a motherboard output.", Bad software," I bought this because my new micro atx board didn't have the outputs to run my speaker setup. The sound quality is actually noticeably crisper coming off this than previous integrated setups I used. HOWEVER, creative has always had terrible software, and there UI to control this thing is no exception. Do yourself a favor and install realtek's control panel. You can switch between front headphone output and rear speaker output through software, whereas in creative its not possible. Forcing you to manually plug and unplug your front headphone jack. Probably the only useful thing is creatives EQ which you can also get in realtek.",2,2
9SIA24G28N1670,29-102-062,10/23/2015 3:50:08 PM,Michael S.,Horrible piece of equipment,1, Easy installatiojn," Horrible cardThe freeware realtek onboard sound is exponentially better than this.Scratchy - Loss of sound during game play, unequal sound.Really horrible card do not buy",,0,6
9SIA24G28N1670,29-102-062,10/22/2015 7:12:39 PM,kyle p.,good sound card for cheap price,5, good sound excellent bass and plenty of out ports, the main chip is not a creative it is a Realtek but it does have a coprossecer by the company," ALC898 7.1+2 Channel HD Audio Codec with Content Protection   General Description The ALC898 is a multi-channel High Definition Audio Codec with Realtek proprietary loss-less content protection technology that protects pre-recorded content while still allowing full-rate audio enjoyment from DVD audio, Blu-ray DVD, or HD DVD discs.The ALC898 provides ten DAC channels that simultaneously support 7.1 sound playback, plus 2 channels of independent stereo sound output (multiple streaming) through the front panel stereo outputs. Two stereo ADCs and one stereo digital microphone converter are integrated and can support a microphone array with Acoustic Echo Cancellation (AEC), Beam Forming (BF), and Noise Suppression (NS) technologies. The ALC898 incorporates Realtek proprietary converter technology to achieve 110dB Signal-to-Noise ratio (SNR) playback (DAC) quality and 104dB SNR recording (ADC) quality, and is designed for Windows Vista premium desktop and laptop systems.All analog I/O are input and output capable, and headphone amplifiers are also integrated at eight analog output ports (port-A to port-H). All analog I/Os can be re-tasked according to user’s definitions.Support for 16/20/24-bit S/PDIF input and output with up to 192kHz sample rate offers easy connection of PCs to consumer electronic products such as digital decoders and speakers. The ALC898 features secondary S/PDIF-OUT output and converter that transport digital audio output to a High Definition Media Interface (HDMI) transmitter.  The ALC898 supports host audio from the Intel chipsets, and also from any other HDA compatible audio controller. With various software utilities like environment sound emulation, multiple-band and independent software equalizer, dynamic range compressor and expander, optional Dolby PCEE program, SRS TruSurround HD, SRS Premium Sound, Fortemedia SAM, Creative Host Audio, Synopsys Sonic Focus, DTS Surround Sensation | UltraPC, and DTS Connect licenses, the ALC898 offers the highest sound quality, providing an excellent entertainment package and game experience for PC users. Hardware Features •High performance DACs with 110dB signal-to-noise ratio (A-weighting) •High performance ADCs with 104dB signal-to-noise ratio (A-weighting) •Meets Microsoft WLP3.x (Windows Logo Program) audio requirements •Ten DAC channels support 16/20/24-bit PCM format for 7.1 sound playback, plus 2 channels of concurrent independent stereo sound output (multiple streaming) through the front panel output •Three stereo ADCs support 16/20/24-bit PCM format, multiple stereo recording •All DACs support 44.1k/48k/88.2k/96k/192kHz sample rate •All ADCs support 44.1k/48k/88.2k/96k/192kHz sample rate •Primary 16/20/24-bit S/PDIF-OUT supports 32k/44.1k/48k/88.2k/96k/192kHz sample rate •Secondary 16/20/24-bit S/PDIF-OUT supports 32k/44.1k/48k/88.2k/96k/192kHz sample rate •16/20/24-bit S/PDIF-IN supports 32k/44.1k/48k/96k/192kHz sample rate",0,4
9SIA24G28N1670,29-102-062,10/17/2015 12:46:17 AM,Anonymous,Sound That Comes Alive,5, Such an amazing sound card. A vast improvement over my onboard VIA sound. The sound really comes alive., None at the moment.,,None,None
9SIA24G28N1670,29-102-062,9/26/2015 9:06:02 AM,Oliwier M.,Great Item,5, Fixed my onboard issues :)Easy driver installation, None as of yet,,None,None
9SIA24G28N1670,29-102-062,9/17/2015 6:14:18 PM,Evan C.,Fantastic sound card,5," creative sound card quality, pci express, no extra configuration or sound tweaks needed for my 2.1 setup, Windows 7 x64 installs and it is ready to go.", None," Got this to replacing a failing Asus Xonar DGX card which was causing my system event log to be flooded with WHEA errors.Not only did the creative card resolve the hardware errors, but my sound is better than I had hoped for.  I still use a 2.1 speaker setup.  Even though the creative card is designed for 5.1, it still handles and provides sound to the 2.1 quite well.I would consider this card mid-range and the price would indicate as such.  I don't have the right speaker setup for a top of the line card so I'm glad this one was available.  It suits just fine.  I hope it lasts.",1,1
9SIA24G28N1670,29-102-062,9/7/2015 5:10:00 PM,Paul R.,perfect for the price,4," Windows 10 support, front audio support", no digital out," I purchased this card to replace an existing Sound Blaster card that was not playing nice with Windows 10. It seems that you need the newest card Creative puts out in order to get new OS support. This same thing happened going from WinXP to Win 7, poor driver support, new card. I didn't have the money for anything better, but this is still way better than the onboard junk my motherboard (Z87X-UD3H) has",None,None
9SIA24G28N1670,29-102-062,7/6/2015 12:53:04 PM,Christopher A.,Works,4, Works!, None, Works,0,1
9SIA24G28N1670,29-102-062,7/5/2015 2:51:44 PM,Anonymous,It will give you sound...,2," If your motherboard has no sound, like mine, it will give you that and not much more. In short it does work for the cheap price, but with no real frills. I only play games and it seems to work fine for that."," The saying ""you get what you pay for"" really applies here. Had to juggle slots like some of the other people to get the sound clear, never had to do that before. I would have given it a ""3 egg"" rating, but driver support seems to have died off for this card a little too soon. Maybe a Realtek driver would work?"," It's a dead card to Creative, you should buy something else.",5,6
9SIA24G28N1670,29-102-062,4/21/2015 8:17:17 PM,Mathieu D.,Good quality!,5, 1) Easy to navigate and set up / change through the very user friendly interface2) Awesome sound 3) Fully customizable equalizer, None really,,2,2
9SIA24G28N1670,29-102-062,4/5/2015 6:16:12 AM,Carrol M.,It just works!,5," HEY!  The price is right, and the results are fine for more or less common use.  I bought this to replace a failed mobo built-in audio.  Pulled the cover. Plugged the board in,  put the cover back on, turned the box on, changed the bios to external audio, plugged the speakers in, ran the driver disk and I am back in business. No complaints, no problems on my Asrock N68C-GS FX board at all.The included driver program lets me tailor the audio to my rather strange lopsided speaker set up here and the equalizer fits my declining hearing  nicely.  Peak this, lower that and I'm good. It just works. At this price I don't think you can or should ask for more.", none so far at all.,,2,3
9SIA24G28N1670,29-102-062,3/26/2015 8:00:50 PM,BARRY F.,Works great!,5, Sounds fineFair priceHas input pins for front audio panelGreat card to replace failed m/b audio, none, default setting don't work with a simple 2 speaker audionice s/w gui for changing the settings,1,1
9SIA24G28N1670,29-102-062,3/13/2015 8:15:29 PM,Firmin F.,Good flash drive,5, Hey a decent sound card. Gives good sound. No problems. No hiccups. I like it. Good sound for a decent price. No complaints., No cons., It is a decent sound card. I bought it to bypass my on-board sound card on my motherboard to give my motherboard less stress performing other functions.  No complaints at all.,2,2
9SIA24G28N1670,29-102-062,1/24/2015 6:28:17 PM,Marion H.,,1, None, will not work in PCI X4 slot,,1,19
9SIA24G28N1670,29-102-062,1/7/2015 9:12:14 PM,Paul O.,SB Audigy FX 5.1,5," Good deal, Fast deliveryI've only used it with headphone so far, sound comes out louder than expected.", none,,1,1
