N82E16812189186,12-189-186,11/15/2011 9:15:09 AM,Norma A.,Ok Cord,4, Cheap cheap cheap. Works decently., The mini HDMI connector is loose which now causes problems when connecting to my computer.  Makes it kind of frustrating because the slightest tap and it disconnects.  Takes a little finagling to get it back in right., Still for 8 bucks what else can you ask for.  It does work most of the time.,None,None
N82E16812189129,12-189-129,7/15/2009 2:01:09 PM,JOHN G.,,5, Works as intended, None, Bought it to connect my PC to a LCD TV. There was some distortion in the reds but in not sure if that was the fault of the cable or the PC.,None,None
N82E16812189129,12-189-129,4/28/2009 1:22:33 PM,MARY M.,Easy,5, Works with my old agp style nvidia 6800. Not costly., None,,None,None
N82E16812189129,12-189-129,4/4/2009 1:19:02 PM,Eric E.,,5, Works as expected. Seems to be of descent quality., None,,None,None
N82E16812189129,12-189-129,1/26/2009 7:00:55 AM,Anonymous,Good cable,4," Easy fast and works perfectly.  Used it to connect my Asus EAH4870X2 vid card to my Dell 2408WFP Monitor.  I do a lot of gaming (Half Life2, COD4, DDO) and no ghosting or artifacts.  Is it the cable?  Don't really know but everything works like it should.", None," Didn'tt test the same performance using the included DVI cable, but gaming is great with this cable and my set up.  What more can i say.",None,None
N82E16812189129,12-189-129,7/11/2008 2:41:32 PM,Michael H.,"Great quality, better price!",5," Excellent quality, easy to hook up.  Just as good as name brand cables that cost way more.", None to speak of...," If you want to hook up your PC to an HD TV that has HDMI ports, just buy this cable.  Most HD TVs will support higher resolutions using this cable (DVI) over analog VGA cables.",1,1
N82E16812189129,12-189-129,6/26/2008 1:06:20 PM,Anonymous,Descent...,3," I used my ps3 with it. I tried to use it to connect my ps3 to my monitor. It would be great for me, if I had a newer, better monitor, then it'd be perfect."," It doesn't help certain kinds of monitors that are much older, and not the right size, and, the cable takes much fiddling around to work.",,0,4
N82E16812189129,12-189-129,3/21/2008 10:30:07 AM,Christopher D.,Excellent  cable at an awsome price.,5," Excellent cable, displays 1360x768 on my 42"" LCD for a beautiful picture. Just bought a second one so I can connect my other computer to the same TV and do PIP and truely multitask.", Does not transmit sound.," MSI K8N Neo2 Platinum, AMD X2 4200+, Zerotherm BTF90 CPU Cooler, 3Gig ram, Sapphire Radeon X1650 512MB AGP, 500Gig Seagate With 32Mb Cache, 500 with 8MB, 320 with 16MB, 2 160 with 8MB, Dual DVD Writers, Dell PowerEdge 600SC Server Case with 120mm and 92mm fans",0,1
N82E16812189129,12-189-129,1/23/2008 11:40:07 AM,Anonymous,Great for Gaming,5, My PS3 looks amazing on my monitor using this cable. :D, NONE, Retail stores need to get with the times and stock cheaper HDMI cables,None,None
N82E16812189129,12-189-129,1/6/2008 7:24:01 PM,Luke H.,Cant beat this deal,5, I looked in other stores in my local area and all of them had a 5-6 ft cable for 70-120bucks.  This cable is longer and 10x cheaper!  I plugged it into my gfx card and my 42 inch plasma and what can I say other then it works.  Why pay more for the same results and a shorter cable?  I have the cable going over my subwoofer and all kinds of power strips and things without any loss in signal!, none at this point in time.,,None,None
N82E16812189129,12-189-129,12/20/2007 10:19:34 PM,Tyler H.,,5," gold plated, supports up to 720p or 1080i, tripple copper shielding reduces interference, lifetime warranty"," only hdmi 1.1, but since i'm only using it for video it doesnt matter"," its a cable and it works beautifuly with my hd monitor, makes my games look amazing",1,2
N82E16812189129,12-189-129,12/9/2007 1:12:41 AM,Jessica D.,works fine,4, does exactly as advertised, none," it's a cord, it works.  nothing fancy about it.",1,1
N82E16812189129,12-189-129,11/28/2007 4:26:47 PM,Anonymous,No 1080P support?,2, none," It really isn't the products fault, but a bad job on Neweggs exclusion of supported resolutions in their specs. Only supports up to 720p or 1080i, but didn't find that out till I recieved the product. Whats going on newegg?",,2,2
N82E16812189129,12-189-129,11/20/2007 4:54:14 PM,Anonymous,Great value,4, Great value! Where else would you find cables so cheap??? Excellent for a HTPC set up. Great quality in picture., None., =),1,1
N82E16812189129,12-189-129,11/13/2007 12:59:03 PM,Jeffery S.,Garbage,1, None., These cables must not be shielded because I get HUGE LINES of interference running down my screen when using this cable. I have several other components hooked up with all different kinds of cables and I NEVER get interference., I would buy a shielded cable from somewhere else.,0,2
N82E16812189129,12-189-129,10/20/2007 2:27:18 PM,Bhaskar K.,Perfect,5, Works fine with my laptop. Displays 1080p without any problems. Haven't tried any other resolutions., None, The screws at the back seem to be a little tight than one would like it. Really not an issue if you keep removing the cable often like me,None,None
N82E16812189129,12-189-129,9/28/2007 5:23:35 PM,Eric E.,Solid Cable,5, Does what it says it will do.  Nice length and solid connections., None, A nice price for a 10 foot cable like this!  I would highly recommend this product.  Newegg got it to me within 36 hours.,1,1
N82E16812189129,12-189-129,8/30/2007 11:13:23 PM,Andrew D.,Great cable at a great price,5," Let's see... I could go to any retail store in the U.S. and pay between $50 to $100 for a Monster cable, or I could buy one on Newegg for nearly a tenth of that price.  Hmm.  I think I'll go with Newegg.  Let me tell you, guys, if you think you need a Monster cable to get awesome picture quality that's free of interference, think again.  I'm a picky guy with tough standards, and this baby gives me nothing to complain about."," Although they don't list it anywhere on the product specifications, this cable is HDMI 1.1 - this would be a problem if you weren't getting a cable that converts to DVI, but since you don't have to worry about audio, it don't make a darn bit 'a difference.", w00t for Link Depot and Newegg for providing such a useful product at such a great price!,2,2
N82E16812189129,12-189-129,8/23/2007 4:01:06 PM,Robert B.,Works perfectly,5, Great length for versital use. I personally use it for hooking up my 8800GTX to a HDMI LCD monitor and it works flawless., None," Note: The cable will feel like a very tight fit at first, that is normal.",None,None
N82E16812189129,12-189-129,8/2/2007 10:05:27 AM,Anonymous,Great for HTPC,5, Long enough for convenient placement/movement of computer., none really, Works seamlessly on first try to hook DVI connector on computer to HDMI connector on television. Turn the television into a giant monitor.,1,1
N82E16812189129,12-189-129,8/1/2007 8:36:34 AM,Adam U.,Great deal,5," Works perfectly, at a price an order of magnitude lower than electronics stores.  Great picture - Oblivion, HL2, and Civ 4 all look great in 1080p!", None," If you're using this too hook up your PC to an HDMI port on a TV, be aware that you are going to need another cable for audio out from your soundcard, as HDMI does video+audio, while DVI only does video.",None,None
N82E16812189129,12-189-129,6/28/2007 11:33:51 AM,Dustin G.,Spiffy,5," NO complaints.  Works as it should.  Great playing my games on a 56"" screen!", n/a, A must have for all ages!,None,None
N82E16812189129,12-189-129,10/31/2006 5:17:47 PM,Gary G.,What more can you ask for?,5, It;s a DVI to HDMI cable that works and its 10ft, DVI can't transmit sound?, Normally HDMI only allows you to transmit standard HDTV signals as output so you might have to mess around with your video card if your tv requires 1366x768 like mine does,0,1
N82E16812189129,12-189-129,10/17/2006 10:17:24 PM,Anonymous,Works like a champ,5," Nice solid build to the cable, good connectors. What more can you say, it's a cable."," Opening the package, hate the molded plastic.",,1,1
9SIA47J48D5188,82-189-031,10/23/2016 7:37:58 PM,Brian C.,Great price for a quality cable.,5, Solid construction and works flawlessly., Wasn't FREE!,,None,None
9SIA47J48D5188,82-189-031,6/26/2016 5:40:09 PM,Anonymous,would not buy again,2," Worked, and worked well"," Broke after like 10 times pluged in, the tiny end", Might have work for someone who never unplugs the cable,None,None
9SIA47J48D5188,82-189-031,9/12/2015 10:58:49 PM,cody t.,,5, Works. Does what it designed for., None,,None,None
9SIA47J48D5188,82-189-031,6/23/2015 5:55:06 PM,Jeffrey V.,Perfect,5, Cheap," None, I saw some people saying a con was the cable being too short. LOL thats on you playboy",,1,1
9SIA47J48D5188,82-189-031,4/28/2015 5:31:44 AM,Nick O.,Family fun cable,5, Hooks the Surface Pro to the HDTV quite nicely- lets the kids play games and watch videos in a cinch., Length - but could have selected a longer option.,,None,None
9SIA47J48D5188,82-189-031,4/4/2015 2:11:12 PM,Dale M.,Would buy again,5," * Quality construction.* End plugs fit securely in my devices, no wiggle or slop. A solid fit.* No distortion or loss of signal.* Length right on, brought 6 feet, got 6 feet.* Includes end caps for protecting the plugs from dust and dirt when not in use. * Current pricing with .99 shipping, an affordable purchase."," * Since it came with end caps, I would like to have seen them on retaining straps so that they are secured to the cable when not in use and won't get lost.  Not a deal breaker, but it would have been a nice addition", I brought this cable to connect my Lenovo Yoga 3 Pro to my LCD T.V..  Just connected the devices and I was on the big screen.  No setup or detection problems what so ever. Very pleased with purchase.  Thanks Newegg !,2,2
9SIA47J48D5188,82-189-031,2/4/2015 2:42:06 PM,John B.,Does not fit my Kindle Fire,2, This cable does not fit my Kindle Fire HD or my Galaxy S4. The discription does not say it would fit my Kindle Fire or mt Galaxy S4. But a review from Patrick H says..Cable WorksPros: I used this cable to connect my kindle fire hd to a TV to stream video. I works prefect for this use. What I get on the screen is a clone of what is on the kindle screen.Cons: NoneOther Thoughts: I was pleased that my kindle detected the cable and there was no setup required to use this cable., It will not fit the Kindle Fire HD which I just received for Christmas. The plug is to narrow and fat. Unless they changed the connector since the review was written., I am sure its a great Mini to standard HDMI cable,0,1
9SIA47J48D5188,82-189-031,12/11/2014 6:30:36 PM,SAMUEL C.,Good quality MICRO hdmi,5, Good quality and works perfectly, none,,None,None
9SIA47J48D5188,82-189-031,9/18/2014 6:44:14 PM,Dan S.,Works well,5, Works well.  Good quality., Next time I would order a longer cord but I got what I asked for.,,None,None
9SIA47J48D5188,82-189-031,7/8/2014 12:25:05 PM,Patrick H.,Cable Works,5, I used this cable to connect my kindle fire hd to a TV to stream video. I works prefect for this use. What I get on the screen is a clone of what is on the kindle screen., None, I was pleased that my kindle detected the cable and there was no setup required to use this cable.,None,None
9SIA47J48D5188,82-189-031,6/23/2014 7:14:36 AM,Anonymous,"Reliable, Inexpensive Cable",4, * Works well with all of my micro-HDMI devices* Reliable* Inexpensive* Feels well made, * It's not as aesthetically appealing as most Apple and Asus cables?...no real cons.," I use this with a Samsung Series 9 ultrabook or an ODROID U3, connected to a portable (battery powered) 17"" widescreen monitor I bought from the regular (non-business) newegg.",None,None
9SIA47J48D5188,82-189-031,2/18/2014 9:22:21 PM,david l.,it works,4, i am useing it right now and looks just like my desktop when i am useing my tablet, it look a little to bright had to adjust the brightness,,1,2
9SIA47J48D5188,82-189-031,1/26/2014 8:52:23 PM,james w.,,4, Works fine., Kids broke the micro end in a day.,,0,1
9SIA47J48D5188,82-189-031,1/2/2014 5:13:15 AM,Mathieu R.,Working fine,4, Working fine, Shipping price is too high fore a little piece of wire...,,0,1
9SIA47J48D5188,82-189-031,12/16/2013 9:46:32 PM,McKay S.,Good Cable,5, Great cable. Does what you expect. Gets the job done. Cable length is great!, None, I would recomend this in a heartbeat if you are considering it.,1,1
9SIA47J48D5188,82-189-031,11/18/2013 7:34:22 AM,Neal G.,dead on arrival,1, na, dead on arrival,,1,2
9SIA47J48D5188,82-189-031,11/7/2013 7:16:52 PM,ANDREW S.,DOA - Spend a little more,1, None, Dead on arrival, Spend a little extra for a decent cable,1,2
9SIA47J48D5188,82-189-031,11/4/2013 6:43:16 PM,Dale I.,works well,5," low price, quick shipping and decent length", none sofar,,None,None
9SIA47J48D5188,82-189-031,11/4/2013 11:00:09 AM,Zachary D.,DOA,1, Newegg got it here quickly., Dead on arrival. Starting return process.,,0,1
9SIA47J48D5188,82-189-031,10/31/2013 10:47:55 AM,Edwin P.,Works great for it's intended purpose,4, Works without issueGood Value," Cable is a little stiff, but no more so than any other hdmi cable I have used"," Plugged this into the tv in the lunchroom at work, and now we're all watching netflix on the lunch break.  Works great so far.",1,1
9SIA47J48D5188,82-189-031,10/31/2013 3:54:20 AM,Nathaniel m.,wrong cable,2," looks like a good cable, came quick", not the correct cable,,0,5
9SIA47J48D5188,82-189-031,9/21/2013 2:35:16 PM,William K.,Nice cable,5, Good quality," I bought a Fosmon for a little less at the same time here (but sold by ""The Wireless"".  It arrived first, and is excellent quality, and had better packaging.  So I'd buy just that one.",,None,None
9SIA47J48D5188,82-189-031,7/4/2013 7:00:04 PM,Michelle D.,Perfect!,5," Works flawlessly with my Asus Transformer TF300T! Connected to an HDMI plug on my tv, and can now watch saved movies, browse the web or play games and use apps on the big screen.Also works perfect on my 1080p lcd monitors as well. Great add on for traveling if you happen to rent rooms that have HDMI capable tv sets!", None whatsoever!,,None,None
9SIA47J48D5188,82-189-031,6/18/2013 9:44:25 AM,Harold R.,Good Cable,5, Very good connection and a strong durable cable., None.,,None,None
9SIA47J48D5188,82-189-031,5/30/2013 11:51:42 PM,Kootenay I.,Works as advertised.,5, Works ^_^, None so far... its a HDMI cable... not much else to say.," What can I say, its a HDMI cable that works.  Using it on my ultrabook and it does its job.",None,None
9SIA47J48D5188,82-189-031,5/25/2013 10:20:18 AM,John B.,Does its Job,5, - Micro HDMI works great for a lot of phones or tablets to hook up to a max HDMI. I've used this for my Razr Maxx HD phone and it works perfectly.- High quality cable.- Good length.- Quality signal., None that I have come across.," Get it if you need a micro-hdmi to full-sized HDMI, but make sure you have a Micro HDMI and not a Mini-HDMI that are on some GPUs.",2,2
9SIA47J48D5188,82-189-031,5/2/2013 5:20:30 AM,Chris G.,It works,5, They work.  Connected my old Droid Bionic to the TV and away it went., None, Got what I paid for a cable that works.,1,1
9SIA47J48D5188,82-189-031,1/3/2013 12:13:28 PM,Joshua C.,Works great,5, Fit the bill perfect.Cheaper than most any place else., None,,None,None
9SIA47J48D5188,82-189-031,12/23/2012 12:22:48 AM,Dennis D.,Works great,5," Easy hookup from wife's Kindle Fire HD to a 42"" flat screen and the movies play great.", None,,1,1
9SIA47J48D5188,82-189-031,10/23/2012 7:43:26 AM,Patrick K.,Does what it says,5, Does what it says! Can't beat that. I've used it on TVs and projectors - no problems., None,,None,None
9SIA47J48D5188,82-189-031,10/4/2012 10:34:33 PM,Debra K.,,5," I bought three of these.  One for my PS3, cable, and computer.  All three work amazingly well and saved me money!"," I'm not sure if it's the cables or if it's the system itself, but whenever my PS3 changes screens I get a weird fuzz.  But it's nothing huge at all.",,0,2
9SIA47J48D5188,82-189-031,6/12/2012 7:16:37 AM,Michael J.,It works,5, It works, None, Cheap solution to what could be an expensive solution.,None,None
9SIA47J48D5188,82-189-031,4/11/2012 4:34:15 PM,Terri H.,Works,5, Price for the length, None," Used this to connect my g2x android phone to tv and it worked, also picked up bluetooth mouse and keyboard and now my tv is a basic android computer",2,2
9SIA47J48D5188,82-189-031,12/25/2010 9:17:22 AM,Brenda S.,Good cable,5," Solid connections, feels right when you plug it in. works.", none, HDMI is digital so it either works or it doesn't.,2,2
N82E16812189173,12-189-173,5/31/2015 11:26:06 PM,Robert O.,5-yr mission,5, 12/27/2008  - Original purchase DateSturdy solid connections It's not Monster., The webbing unraveled after years of me moving it around," I figured I'd write a review because I'm using this cable right now. I ""borrowed"" - stole...from my media streamer to connect my laptop to my 24"" Monitor. It's a cable, it works as intended and it's not a 55$ Monster Cable. What more could you ask for?",None,None
N82E16812189173,12-189-173,6/2/2014 12:46:22 AM,Michael M.,Best quality for the money.,5," Well built, fantastic picture, cheap and long lasting.", None, Mine lasted for five years before going kaput this week. Always had issues with high end store bought ones. Monster cables gave same performance and other brands slightly degraded the signal. But this bad boy sent signals crisp as can be as well as easy on the wallet. Ten dollars for five years can't go wrong in my book!,None,None
N82E16812189173,12-189-173,5/9/2011 2:38:18 PM,Ryan J.,Fine,5, It functions for all purposes that a XBOX 360 needs.," This HDMI cable is specification 1.3, not 1.4This means there is no audio return channel. Do not buy this if you want bidirectional audio transfer between a TV's HDMI port and your A/V Receiver's HDMI port. For a cable broadcast, you will not be able to hear the audio through your sound system (connected to your A/V Receiver).",,2,2
N82E16812189173,12-189-173,3/28/2011 3:28:30 PM,Alec C.,Cheap and Fast,5," Has a fast response rate, and Is $10 for a 6' HDMI cable, would be like $25-35 at Wal Mart or Best Buy", none,,0,1
N82E16812189173,12-189-173,12/29/2010 5:02:32 AM,Paul W.,How high is the water momma,5," 6 ft and rising. What can be said about this product that has not been already said. Nothing, Works great and very affordable", Are you kidding, Buy this if you need a HDMI cable stay away from the big box stores who what to molest your wallet.,1,1
N82E16812189173,12-189-173,10/29/2010 6:15:40 PM,Anonymous,Works,5, It connects. Connection feels solid. No wobble. Signals go from the decoder to the TV. No ghosting., None so far.,,None,None
N82E16812189173,12-189-173,7/9/2010 2:28:21 PM,Daniel T.,Awesome Cable!,5," Great audio and video sound, works with Toshibas REGZA Link technology (which allows an extra coordination signal between the TV and your device so that you'd only have to run operation through one device remote). I've had this cable for 3 months and have had no problems.", None at all., Just bought another one for my receiver.,None,None
N82E16812189173,12-189-173,7/8/2010 4:08:31 PM,Ronald H.,Just went bad,1," Well I thought they we good cable in the begining. I purchased two of these for inlaws back in December for two new plasma screens they bought. They were working okay, good picture, good sound.....BUT", I just went over to trouble shoot why one of the tv's satellite signal was not working. Low and behold after some touble shooting wiggling the cable made it start working and then stopped working.....hhhmmmm. I had a different HDMI cable at home so I tried it and what do you know works just fine.  That means this cable just stopped working for no apparnet reason since it was behind the tv and was never touched since the day I installed it., I now wonder if there is something to the more expensive cables.....that I have never had a problem with by the way!,0,1
N82E16812189173,12-189-173,6/10/2010 8:45:53 PM,Dale R.,Well worth the price,5," -Heavy duty construction - the cable wrap is strong, and the connectors are not the flimsy thinned metal-Good quality signal - used for desktop video and sound to HD monitor - noticed dramatic increase in picture quality over older VGA and DVI cables-Excellent price"," -The cable is a bit stiff, but long enough to get by this for a well set-up desktop rig",,None,None
N82E16812189173,12-189-173,4/8/2010 8:26:27 AM,James R.,Does the job,5, Does what it says and without problems. This cable feels solid and well built., Haven't found any., Not a problem for me but this cable might have issues making sharp bends. This may apply to all HDMI cables.,0,1
N82E16812189173,12-189-173,4/7/2010 9:40:55 AM,Richard K.,Smart Buy,4, This cable was a great alternative to the high priced cables out there.  It looks good with the woven fabric/plastic wrapped cable. It functions well and gave me good 1080p signal. I would recommend this to anyone who wants HD performance without wasting a bunch of money., None yet,,0,1
N82E16812189173,12-189-173,4/2/2010 3:36:52 AM,Mark L.,Ultra HDMI Cable,5," Works great, no problems.", none,,0,1
N82E16812189173,12-189-173,1/6/2010 5:56:43 PM,Michelle T.,,1, None," One of the heads on the cable broke immediately after trying to plug this into my AV Receiver. I'm not entirely sure why this happened, I assume I just had a defective cable."," Luckily, the cable was cheap, so I didn't waste too much money.",None,None
N82E16812189173,12-189-173,8/6/2009 8:05:18 PM,Riyan G.,............,1, ............................., Not Good Investment. Better off getting a cheaper one for 4 bucks that works :(, Not Good Investment,0,7
N82E16812189173,12-189-173,8/5/2009 8:38:17 PM,Anonymous,Worked Dandy for me.,5," Works perfect for me. No problems with Cox/Motorola DVR with my Sony Bravia. Picture looks slightly (and I mean by a hair) better than the component cables. But best of all, I was able to replace 5 cables with 1.", Too many people don't know about Newegg and buy the more expensive cables locally?,,2,2
N82E16812189173,12-189-173,7/21/2009 7:51:27 PM,Justin F.,Works just as good as the expensive hdmi,5," Bought two HDMI cables, an expensive one and this one.  Can't tell the difference between the two.  Just using it for video from a pc, so I haven't noticed any noise issues.", None," Computer recognized the 1080P resolution of the TV automatically, so everything works great.",1,1
N82E16812189173,12-189-173,6/18/2009 7:27:56 AM,Anonymous,Works as advertised,5, Works as advertised.  No issues.  I am a first time buyer of HDMI cables.  I plugged it in and it works., None, I didn't need a 13.b cable since I don't have surround sound.  I use it strictly as a TV only cable and it works just fine.,None,None
N82E16812189173,12-189-173,4/18/2009 11:42:27 PM,Kenroy P.,,1, Works fine with my Home Theater DVD, A lot of noise on the PS3 and Cablebox the reasons I got this cable :-(,,0,2
N82E16812189173,12-189-173,2/13/2009 4:55:32 AM,James L.,Not Good Investment,1, Very flexible for mesh coated cables. Solid ends for good strength.," Lots of ""noise"" using these cables.", Bought 2 so I could rearrange my hardware. Need 1 for my Blu Ray and 1 for my Oppo. Video degraded something fierce using these cables. Hooked my cheap Mono cables back up and video restored to original clarity. Cant return as I stupidly threw out the plastic bags they came in. Live and learn.,1,1
N82E16812189173,12-189-173,2/5/2009 4:13:30 PM,Christopher J.,Good Price Good Performance,5," Good quality, nothing shabby about the ends or constructed materials.", none, I would Highly recomend these cables to anyone,None,None
N82E16812189173,12-189-173,1/31/2009 6:40:27 AM,Jacek T.,Just Perfect !!!,5, The best cable for the money !!!!!, None,,None,None
N82E16812189173,12-189-173,1/21/2009 1:40:51 PM,Carlos G.,Great HDMI Cables,5," Very Cheap, Great quality cables.  I would recommend these to any of my friends and or acquaintances.  The cables are reliable and affordable.  I received my shipment very quickly also, which made life a lot more enjoyable.", NONE, offer then in different colors,None,None
N82E16812189173,12-189-173,1/10/2009 9:31:18 AM,Kim P.,,5," Great product..no need to buy the expensive cable.  Great, fast service from NewEgg.", none,,1,1
N82E16812189173,12-189-173,1/9/2009 8:04:13 PM,James S.,HDMI Cable,5," Gold tips, encased in mesh coating", None," Does what a cable is supposed to do, nothing more, nothing less",1,2
N82E16812189173,12-189-173,1/4/2009 5:06:33 PM,Rick M.,,5, new egg Rocks!, none,,1,1
N82E16812189173,12-189-173,12/31/2008 10:46:26 AM,Mary S.,Link Depot 1.3 HDMI,5, Great sturdy HDMI cable.  Great Value., None., Newegg shipping and process was blazing fast.  If only my tv got here this fast :(,None,None
N82E16812189173,12-189-173,12/20/2008 8:52:51 AM,Anonymous,,5," Perfect Picture and Sound.Feels sturdy, and is sleeved, connectors are strong.Works as it should, well worth the money. No need to spend 40$ at retail stores on a simple cable... Newegg rocks!", None!," I purchased two, one for my Playstation3 and one for my computer.",1,1
N82E16812189173,12-189-173,12/6/2008 6:18:27 PM,Brett N.,audio video all in one,4, not bulky yet well built; cheep," I wanted to pay $100 so i could be, like totally more cool :)", why does anyone pay more than $20 for an hdmi cable?,None,None
N82E16812189173,12-189-173,11/6/2008 7:04:32 AM,Anonymous,A Great Deal,5," A revision 1.3 cable with a great price that seems to work quite well in connecting my sony 40"" lcd to my cable box. The cable connections feel sturdy, not like they will fall out with the slightest movement.", None thus far.," As has always been my experience, Newegg's service was quick and to my satisfaction.",None,None
N82E16812189173,12-189-173,9/22/2008 7:52:37 PM,Liam S.,Don't be fooled by pricey cables,5, Works perfectly.  Why pay big $$$ for brand name cables? HDMI 1.3 is HDMI 1.3  Don't be fooled by buying retail., None,,None,None
N82E16812189173,12-189-173,8/2/2008 7:56:41 PM,David B.,Great quality cable,5," It is gold plated, a lot cheaper than cables in stores, long enough to hook any equipment that happens to be close by and image is amazing!!!", None!!, I am using it with my Dish DVR recorder and Sony 5.1 Home Theater and am truly happy with it. And I thought only Monster made quality cables...,None,None
N82E16812189173,12-189-173,7/7/2008 3:43:54 AM,Todd K.,,5," Inexpensive, works great, its a cable what else does it need to do?"," None, it works"," I needed an HDMI cable, This one was priced right! Newegg is the best",None,None
N82E16812189173,12-189-173,6/15/2008 1:35:01 PM,Don A.,Nice Quality Cable,5, I bought 2 of these for use with my new Samsung LN46A650 LCD TV.  Cables work well and fit snug. Connectors are high quality.  I'll definitely be purchasing more of these in the future., None., HDMI cables are ridiculously priced in stores.  You can't go wrong by puchasing a product 1/10 the cost of a similar one in a retail store.,None,None
N82E16812189173,12-189-173,4/23/2008 9:41:23 PM,Daniel W.,Great cable,5," Great quality, Fantastic price, Using on my HTPC going from Radeon HD3450 to 32 inch LCD.", none, I paid $69 bucks retail for the first HDMI cable I bought right after they came out. It pays to be patient with technology.,1,1
N82E16812189173,12-189-173,4/3/2008 10:55:45 AM,Edmund C.,Great Value and Function!,5," It's a HDMI 1.3 cable, good for any of your HDMI 1.3 devices. The audio and video on my xbox360 and cable box came in crystal clear. The difference is amazing as you'd expect from component cables. This is one of the cheapest brands of HDMI 1.3 cables, but it's of good build quality. And most importantly you don't have to break your wallet buying one. I bought 3 for the price of ALMOST one at the brick n mortar stores. Great length as well for the price.", The red plugs clash with my decoration in the back of my LCD... *grin*, If you have a HDMI capable TV. utilize this to prevent clutter from your wires. Most component cables cost more anyway. It's literally like USB video/audio connection in terms of ease of use.,2,2
N82E16812270112,12-270-112,12/5/2016 9:18:15 AM,David S.,Did not work properly.,1, Length, Screen keep flashing on and off with this cable.," i have a 7ft cable which works fine, but my laptop sits right next to my monitor, wanted a shorter cable. This one did not work.",None,None
N82E16812270112,12-270-112,8/27/2015 12:25:12 PM,David A.,Acceptable,3, Low cost., The compatibility is not very good.,,None,None
N82E16812270112,12-270-112,2/19/2014 6:58:27 AM,John K.,Long Lasting,5, Had this for 7 years and it still works.Is the right length for a nearby pc to a Television or Monitor.," None really. Its basically just a DVI to HDMI cable, what could go wrong?",,None,None
N82E16812270112,12-270-112,1/2/2014 4:00:38 PM,Brad R.,,5," works fantastic!!, now can use my bigger computer monitorfor working on projects instead of using my laptop all the time. made of good quality***", none,,None,None
N82E16812270112,12-270-112,4/11/2013 2:44:07 AM,Anonymous,Does what it says it does,5, I use this cable so that I can utilize 4 monitors on my computer. It works perfectly and I would recommend it to anyone., Theres nothing wrong and I dont anticipate any,,None,None
N82E16812270112,12-270-112,11/10/2012 1:39:26 PM,Richard W.,"Simple, clear, no problems",5, It works exactly as expected. What more could you want?, It's a bit thick and stiff., Goodbye DVIYour life was quite a short oneWe barely knew thee,None,None
N82E16812270112,12-270-112,11/5/2012 9:55:37 AM,Stephen B.,Great item,5, It works as advertised, None its a cable,,None,None
N82E16812270112,12-270-112,9/6/2012 1:31:14 PM,Caleb W.,"Yep, it's a cable",5, +Short! I hate long cords cluttering up my desktop and making cable management a pain.+Quick shipping, -Doesn't connect itself?,,None,None
N82E16812270112,12-270-112,8/27/2012 9:58:46 AM,Howard B.,Works fine,5, Does what it's intended to do. Using to convert video card DVI outputs to HDMI for HD LCD TV., None yet.,,None,None
N82E16812270112,12-270-112,5/4/2012 12:17:24 PM,Monte K.,Works,5, Low cost., The 3 foot length requires your monitor to be quite close to the computer.,,None,None
N82E16812270112,12-270-112,1/12/2012 12:59:34 PM,Richard H.,Nice,5, Love that i can use my PS3 on my PC monitor now at my desk., for what i need 3ft is alil excessive. other than that no cons.,,2,2
N82E16812270112,12-270-112,10/7/2011 5:41:28 PM,Robb L.,Just what the doc ordered,5," Reasonable price, did exactly what it was needed for (hooking a nice PC rig up to a 60"" flat screen TV).", None,,1,2
N82E16812270112,12-270-112,8/1/2011 2:11:17 PM,Anonymous,works,4, Works, none,,1,3
N82E16812270112,12-270-112,4/1/2011 10:14:45 AM,Mark T.,Works perfectly,5, Works like it should - low price., None," I purchased this for my new Samsung SA350 Monitor that did not have a DVI input. 3 feet is enough length as long as the monitor is right next to your PC , otherwise get a longer cable.",1,1
N82E16812270112,12-270-112,3/6/2011 3:19:50 PM,Michael S.,Simple,5, Works just like any other HDMI cable and it's cheaper than most., None., Don't waste your money on other over priced HDMI cables. They all work the exact same way.,1,1
N82E16812270112,12-270-112,10/26/2010 1:41:17 PM,Matthew I.,,5, Easily connects the DVI out of your video card to the HDMI input of your flat panel tv., None.,,None,None
N82E16812270112,12-270-112,6/17/2010 12:28:25 AM,JESUS A.,GOOD ITEM!!,5, Works grat!!!, None,,None,None
N82E16812270112,12-270-112,4/20/2010 2:12:19 PM,Focus B.,Research required!,5, Works as advertised. If your Vid Card does not output a high def signal your TV can read then this product is a waste of time for you. Make sure you research before you buy.," All of these products need a disclaimer ""Make sure your video card outputs the proper signal""",,1,1
N82E16812270112,12-270-112,3/24/2010 10:43:20 AM,Steve B.,when in doubt....,5, does what its supposed to. cheap., none," when in doubt go with the 6 footer. 3 feet is shorter than you think! i thought 3 was enough, but alas it twas not :(",None,None
N82E16812270112,12-270-112,2/15/2010 10:48:43 AM,Anonymous,solid,4, Successfully translates dvi to hdmi.  Nice and short.  I really like the approach of using a short adapter cable versus a little one-piece adapter.  This approach resulted in less torque on the hdmi port on my tv., None.,,None,None
N82E16812270112,12-270-112,11/29/2009 10:24:42 PM,salvatore f.,Does what it should,5, Works great. Does what it should., Idk if its just me or the screws dont screw in right...?, Color is just as good as other HDMI cable.,None,None
N82E16812270112,12-270-112,10/19/2009 1:50:03 PM,Anonymous,,5," fast shipping, good video quality, perfect", nothing, make sure your monitor is hdcp compatible.,None,None
