,ltable_ASIN,rtable_NID,predicted
577,B00450DVDY,N82E16828133822,0
578,B00450DVDY,N82E16828133824,0
579,B00456VSP6,9SIAA4T54J9603,0
580,B0045JRK1O,9SIA5AD45R8528,1
581,B00461G3MS,9SIA9DE3SA7099,0
582,B00461G3MS,9SIA9HJ3H87752,0
583,B00461G3MS,9SIA9HJ3JJ4494,0
584,B00461G3MS,9SIA9HJ3JJ4539,0
585,B00461G3MS,9SIA9HJ3JJ4550,0
586,B00461G3MS,9SIA9HJ3JJ5812,0
587,B00461K1QW,9SIA9DE3SA7099,0
588,B00461K1QW,9SIA9DE3SA7183,1
589,B00461LT6S,9SIA9DE3SA7099,0
590,B00461LT6S,9SIA9HJ3JX9155,1
591,B0046T2X7E,9SIA6393S85425,0
592,B00471O1VC,9SIA2F823C2974,0
593,B00471O1VC,9SIA4P05AZ3550,0
594,B00471O1VC,N82E16828006536,0
595,B00471O1VC,N82E16828006537,0
596,B00471O1VC,N82E16828106829,0
597,B0049YQVHE,9SIAADF3V36202,0
598,B0049YQVHE,9SIAAVC4BE1004,0
599,B0049YQVHE,N82E16833320062,1
600,B004A16L2Q,9SIA0AJ3T48865,0
601,B004A9XB6W,N82E16811147023,1
602,B004A9XB6W,N82E16811147159,0
603,B004AM5RB6,9SIA4RE4ZS2414,1
604,B004AM5RB6,9SIA4RE4ZS2683,0
605,B004ASW73G,N82E16811147099,1
606,B004BLIQ64,N82E16822215074,0
607,B004BQFWX4,9SIA2F823C2974,0
608,B004BQFWX4,9SIA4P05AZ3550,0
609,B004BQFWX4,N82E16828006536,0
610,B004BQFWX4,N82E16828006537,0
611,B004BQFWX4,N82E16828106829,0
612,B004CRSM48,N82E16820145346,0
613,B004CRSM48,N82E16820233141,1
614,B004CRSM4I,N82E16820233144,1
615,B004CRSM4S,N82E16820233146,1
616,B004CYZ7E4,N82E16835118075,1
617,B004DYP5OK,N82E16817182044,0
618,B004DYP5OK,N82E16817182076,1
619,B004E0ZKLQ,N82E16820233143,1
620,B004EBUXHQ,9SIAAEE4U21174,0
621,B004EBUXIA,9SIA6ZP3UN4697,1
622,B004EBUXIK,9SIA6ZP3UN4697,0
623,B004EMSH9Q,N82E16811147098,1
624,B004FA8NNW,9SIAAEE4U21174,1
625,B004FA8NS2,9SIA6ZP3UN4697,1
626,B004FA8NX2,9SIAAEE4U21174,0
627,B004FOUACA,9SIAAEE4M09797,1
628,B004GLBI7S,9SIA0723ER6482,1
629,B004GLBI7S,N82E16817182044,0
630,B004GLBI8W,N82E16817182074,1
631,B004GV0IOW,9SIA4YU2AJ0465,1
632,B004H1PB9I,9SIA0AJ2MX3844,0
633,B004H1PB9I,9SIA0AJ2RS2704,0
634,B004H1PB9I,9SIA0AJ2TP4092,0
635,B004H1PB9I,9SIA0AJ3T48865,0
636,B004H1PB9I,9SIA8H540G1641,0
637,B004H1PB9I,9SIA9JA4MJ7634,0
638,B004H1PB9I,9SIA9JJ3H17350,0
639,B004H1PB9I,9SIA9JJ3N85842,0
640,B004H1PB9I,9SIA9JJ3X36894,0
641,B004H1R6JQ,9SIA4RE4T20421,1
642,B004H1R6JQ,9SIA4RE4TK0696,0
643,B004H5YBU4,9SIA1N83Z86921,0
644,B004H5YBU4,9SIA91J43P4751,0
645,B004H5YBU4,N82E16828112550,0
646,B004H602TM,9SIA0AJ2KT8040,0
647,B004H602TM,9SIA0AJ2MH2159,0
648,B004H602TM,9SIA1CZ2504045,0
649,B004H602TM,9SIA1CZ3VU5214,0
650,B004H602TM,9SIA1UH3719767,0
651,B004H602TM,9SIA61K42T7279,0
652,B004H602TM,N82E16828112465,0
653,B004H602TM,N82E16828112466,0
654,B004HYGU18,9SIABVK4N09001,1
655,B004HZEF2I,9SIAAEE3WF4427,0
656,B004HZEF2I,9SIAAEE3ZZ7628,0
657,B004I5A9NG,9SIA12K09U9290,0
658,B004I5A9NG,9SIA12K1078662,0
659,B004I5A9NG,9SIA1T53J52958,0
660,B004I5A9NG,N82E16820171497,0
661,B004INH0FS,9SIA6ZP3PB1519,0
662,B004IYJX1G,9SIA1N83WZ1477,1
663,B004IYJX1G,9SIA6ZP3K21674,0
664,B004IYJX20,9SIA0AJ2K91520,0
665,B004IYJX20,9SIA1N83WZ1477,0
666,B004IYJX20,9SIA1N849T3087,0
667,B004IYJX20,9SIA1UH3YS9785,0
668,B004IYJX20,9SIA6ZP3K21674,0
669,B004IYJX20,9SIA6ZP3K21828,0
670,B004IYJX20,9SIA8HW47R6156,0
671,B004IYJX20,N82E16822204105,1
672,B004IYJX20,N82E16822204121,0
673,B004IYJX20,N82E16822204127,0
674,B004IYJX20,N82E16822510022,0
675,B004IYJX20,N82E16822510042,0
676,B004IYJX20,N82E16822510051,0
677,B004JKNJ0U,9SIA0AJ3NS9297,1
678,B004JM1ZG8,N82E16820231455,1
679,B004K4TEA4,N82E16811147107,1
680,B004K4TEA4,N82E16811147159,0
681,B004KCLIFA,9SIAC4Z5241593,0
682,B004KZJ0UM,9SIA4RR1GP9961,0
683,B004MSN4BI,9SIA4P05727179,0
684,B004MSN4BI,N82E16828116433,0
685,B004MSN4BI,N82E16828118696,0
686,B004MSN4EK,9SIA1N82KT4686,1
687,B004MSN4G8,N82E16828118697,1
688,B004N54Z5E,9SIA1UH4S00755,1
689,B004N54Z5E,N82E16822204126,0
690,B004N625AA,9SIA1N82U29862,1
691,B004NMF9ES,9SIA0ZX56A8306,0
692,B004NMF9ES,9SIA4H81E87627,0
693,B004NMF9ES,9SIA4H81E87666,1
694,B004NMF9ES,9SIA4H81E87752,0
695,B004NMF9ES,9SIA4H81E87765,0
696,B004NMF9ES,9SIA4H81E87835,0
697,B004NMF9ES,9SIA4S85993337,0
698,B004NSUMN0,N82E16817153145,1
699,B004O0PAKW,N82E16811139005,1
700,B004O8VCDI,9SIA9HJ3JJ4491,1
701,B004PA2B6C,9SIA0AJ0T94201,1
702,B004PA2B6C,9SIA0AJ34R2494,0
703,B004PA2B6C,N82E16833122536,0
704,B004Q5H1O8,9SIA67S5BR9547,1
705,B004QBUL1C,N82E16820145345,1
706,B004QBUL1C,N82E16820233144,0
707,B004QM8J8S,9SIA0AJ2MX3844,0
708,B004QM8J8S,9SIA0AJ2RS2704,0
709,B004QM8J8S,9SIA0AJ2TP4092,0
710,B004QM8J8S,9SIA0AJ3T48865,0
711,B004QM8J8S,9SIA8H540G1641,0
712,B004QM8J8S,9SIA9JA4MJ7634,0
713,B004QM8J8S,9SIA9JJ3H17350,0
714,B004QM8J8S,9SIA9JJ3N85842,1
715,B004QM8J8S,9SIA9JJ3X36894,0
716,B004RFGALC,N82E16820145346,1
717,B004RFGALC,N82E16820233141,0
718,B004RI5EHA,9SIA1UH50Y2009,1
719,B004RORMF6,9SIABB75BE0409,1
720,B004SUELBW,9SIA0AJ2NC7993,1
721,B004SUO3G0,9SIA0AJ2MH2159,0
722,B004SUO3G0,9SIA1CZ2504045,0
723,B004SUO3G0,9SIA1CZ3VU5214,0
724,B004SUO3G0,9SIA61K42T7279,0
725,B004SUO3G0,N82E16828112466,0
726,B004TGZ60K,9SIA0AJ42C6913,0
727,B004TGZ60K,N82E16829271006,0
728,B004TGZ60K,N82E16829271007,0
729,B004U3MQQY,9SIA1K64285573,0
730,B004U3MQQY,9SIA1K64287683,0
731,B004U3MQQY,9SIA4YU2AJ0547,0
732,B004U3MQQY,N82E16820231213,0
733,B004U3MQQY,N82E16820231214,0
734,B004U3MQQY,N82E16820231215,0
735,B004U3MQQY,N82E16820231265,0
736,B004U3MQQY,N82E16820231294,0
737,B004U3MQQY,N82E16820231295,0
738,B004U3MQQY,N82E16820231339,0
739,B004U3MQQY,N82E16820231341,0
740,B004U3MQQY,N82E16820231342,1
741,B004U3MQQY,N82E16820231422,0
742,B004U3MQQY,N82E16820231472,0
743,B004U3MQQY,N82E16820231481,0
744,B004U3MQQY,N82E16820231483,0
745,B004U3MQQY,N82E16820231484,0
746,B004U3MQQY,N82E16820231512,0
747,B004U3MQQY,N82E16820231531,0
748,B004U3MQQY,N82E16820231533,0
749,B004U3MQQY,N82E16820231565,0
750,B004U3MQQY,N82E16820231579,0
751,B004U3MQQY,N82E16820231580,0
752,B004U3MQQY,N82E16820231581,0
753,B004U3MQQY,N82E16820231692,0
754,B004U3MQQY,N82E16820231693,0
755,B004U3MQQY,N82E16820231696,0
756,B004U3MQQY,N82E16820231698,0
757,B004U3MQQY,N82E16820231703,0
758,B004U3MQQY,N82E16820231726,0
759,B004U3MQQY,N82E16820231768,0
760,B004U7RUKM,9SIA0AJ2TS0303,1
761,B004U7RUKM,9SIA6TP2P34917,1
762,B004UAK1Q4,9SIA8H531C4229,0
763,B004V4HSCE,9SIA0AJ2MX3854,1
764,B004VC3NM0,9SIA43F1AM9297,0
765,B004VC3NM0,9SIA4RR1GP9961,0
766,B004VFJ9MK,9SIA6AH2152935,1
767,B004W2JL2A,9SIA4RE2Z37673,1
768,B004W2JL84,9SIA4RE2Z37673,0
769,B004WNZVLE,9SIA6393KD8050,0
770,B004WO17UC,N82E16811146068,0
771,B004WZVO68,9SIA7HN5AC1884,1
772,B004XM5TK2,9SIAAXT4V58634,0
773,B004Y4XVOK,9SIA0AJ1DB1575,1
774,B004YAGA56,9SIABFS59N8279,0
775,B004YPJR06,9SIA7HN50K5880,1
776,B004Z57WKW,9SIA7WM39R9273,1
777,B004ZLV1IA,9SIA7GA2MN4944,0
778,B0050119O0,N82E16820231468,1
779,B00501PZ7C,9SIA85V3R95254,1
780,B005058AHU,9SIA1N82853897,0
781,B0050SPZMK,N82E16826125162,1
782,B0051MQM0E,9SIA24G1S88528,1
783,B0051MQM0E,9SIA6ZP3K21674,0
784,B0051QQJ44,9SIA3912D88094,1
785,B0052L77SA,9SIA0AJ1064057,0
786,B0052L77SA,9SIA0AJ25B3476,1
787,B0052L77SA,9SIA4P01PE9175,0
788,B0052L77SA,9SIA4P01PE9246,0
789,B0052L77SA,9SIA4T01GT7464,0
790,B0052L77SA,9SIA4T01GV1286,0
791,B0052L77SA,N82E16822235092,0
792,B00545BZOG,9SIA1N83VF6962,0
793,B00545BZOG,9SIA24G3RH4611,0
794,B00545BZOG,9SIA6ZP3R86704,0
795,B00545BZOG,9SIA6ZP3SY2959,0
796,B00545BZOG,9SIA85V4RS1533,0
797,B00545BZOG,9SIA85V50Y2166,0
798,B00545BZOG,N82E16813128602R,0
799,B00545BZOG,N82E16813128627,0
800,B00545BZOG,N82E16813128696,0
801,B00545BZOG,N82E16813128763,0
802,B00545BZOG,N82E16813128817R,0
803,B00545BZOG,N82E16813128859R,0
804,B00545BZOG,N82E16813128886R,0
805,B00545BZOG,N82E16813128937,0
806,B0054JGGGY,9SIA4RE4T19829,0
807,B0054JGGGY,9SIA4RE4UB0316,1
808,B0054JGGGY,N82E16826153185,0
809,B0054KPK9C,N82E16820233190,1
810,B00552PMWE,N82E16817182207,1
811,B0055EIIXW,N82E16817152036,1
812,B0055PKFVE,N82E16882203219,0
813,B0055Q7BR4,9SIA2F84D69150,1
814,B0055Q7BR4,9SIA2F84D69342,0
815,B0055Q7BR4,N82E16811139013,0
816,B0055Q7BR4,N82E16811139016,0
817,B0055Q7BR4,N82E16811139040,0
818,B00569K7LM,N82E16820233186,1
819,B00569K7LM,N82E16820233218,0
820,B0057MCPY0,9SIA6UM2GP9799,0
821,B0057MCPY0,9SIA6UM2GR1768,0
822,B0057MCPY0,9SIAASP40S1323,0
823,B0057V2PXM,9SIAAEE4M22713,1
824,B0058FAYQ2,N82E16817153165,0
825,B0058FAYQ2,N82E16817153166,1
826,B0058J1QII,N82E16820233197,1
827,B0058NN6CS,N82E16833122536,0
828,B0058VIWUG,9SIA1JX4WN4905,0
829,B0058VIWUG,9SIA1JX4WT3022,0
830,B0058VIWUG,N82E16822154550,1
831,B005AN6TIO,9SIA6393SG1182,0
832,B005AOFJE8,N82E16813157262,0
833,B005AOFJE8,N82E16813157262R,0
834,B005AT5UZG,N82E16822215085,0
835,B005AT5UZG,N82E16822215086,1
836,B005AT5UZG,N82E16822215100,0
837,B005BRRFAK,9SIA6UM3NM3028,0
838,B005BRRFAK,9SIA9AX4SS5695,1
839,B005C2BNJI,9SIA2W01BU0076,1
840,B005DBOPD4,N82E16829271007,0
841,B005DKZK84,N82E16820233186,0
842,B005DKZK84,N82E16820233218,0
843,B005DKZW5A,9SIA4A03X69441,0
844,B005DSPLC6,9SIA7XZ3E46133,0
845,B005E983JW,9SIA2F84D69342,0
846,B005E983JW,N82E16811139013,0
847,B005E983JW,N82E16811139016,0
848,B005E983JW,N82E16811139040,0
849,B005EV1RF2,9SIA0AJ2KT8040,0
850,B005EV1RF2,9SIA1N83Z86921,0
851,B005F7794S,9SIA6ZP3KN8541,1
852,B005FEYKTI,9SIA0AJ35P3112,0
853,B005FEYKTI,9SIA2F84D68892,0
854,B005FEYKTI,9SIA2F84D69348,0
855,B005GHTEV8,9SIA0AJ2RP9490,0
856,B005GHTEV8,N82E16822301002,1
857,B005HGCNU2,N82E16826249131,0
858,B005HIRDUA,N82E16835103064,0
859,B005IAPC4G,9SIA6ZP3R96123,0
860,B005IHZ938,N82E16811133194,1
861,B005J5VQWW,N82E16820145346,0
862,B005J5VQWW,N82E16820233141,0
863,B005JFCS92,9SIA4RE4VX3594,0
864,B005JFCS92,9SIA4RE4XW4450,0
865,B005KSAJXK,9SIA13X4B15685,0
866,B005KSAJXK,9SIA4RE4NA7808,0
867,B005KSAJXK,9SIA4RE4NM4157,1
868,B005L38QHA,9SIA4RE4ZU5124,1
869,B005L39H1O,9SIA0AJ2591738,0
870,B005L39H1O,9SIA0AJ3FF5809,1
871,B005L39H1O,9SIA0AJ5951726,0
872,B005L39H1O,9SIA4A02S21877,0
873,B005L39H1O,9SIABB74AK2833,0
874,B005LIDU5S,N82E16811147123,1
875,B005LLBBSS,9SIAAEE5811737,1
876,B005M1KO1C,9SIAC354VG4291,0
877,B005M2KSLC,9SIA4RE40E8663,0
878,B005M2KSLC,9SIA9JN4167460,0
879,B005M2KSLC,9SIA9KW4EF3566,0
880,B005MNGQ6C,9SIA1N81H85565,1
881,B005N7H3O6,9SIA2F84139556,0
882,B005N7H3O6,9SIA4M55238783,0
883,B005N7H3O6,9SIA4RE4TS1058,0
884,B005N7H3O6,9SIA9K857G1991,0
885,B005N7H3O6,N82E16823114048,0
886,B005N8W1TM,9SIA0AJ46K8068,0
887,B005NJRMR2,9SIA0AJ2NC8003,0
888,B005O65JXI,9SIA0AJ4DP0007,1
889,B005O65JXI,9SIA4RE40S2712,0
890,B005OFL7E4,9SIAAEE57D9074,1
891,B005OKQUJ6,N82E16822148910,1
892,B005P7XSV6,N82E16811119260,0
893,B005P7XSV6,N82E16811119297,0
894,B005POPQZA,N82E16813157281,0
895,B005Q310TG,N82E16822215085,0
896,B005QW05WA,9SIA12K09U9290,0
897,B005QW05WA,N82E16820171499,0
898,B005QW05WA,N82E16820171505,0
899,B005SAKW7S,N82E16833320088,1
900,B005SAKW7S,N82E16833320122,1
901,B005SCYFRE,9SIA0ZX56A8306,0
902,B005SCYFRE,9SIA4H81E87627,1
903,B005SCYFRE,9SIA4H81E87666,0
904,B005SCYFRE,9SIA4H81E87752,0
905,B005SCYFRE,9SIA4H81E87765,0
906,B005SCYFRE,9SIA4S85993337,0
907,B005T63BEM,N82E16820233216,1
908,B005U9ER3C,9SIA6393T04906,0
909,B005UOGH2G,9SIA4RE2SX1293,0
910,B005WKFHNS,N82E16828142734,1
911,B005WKHYJI,9SIA5AD3WD9839,1
912,B005XPFYBM,9SIA0AJ1DB1575,0
913,B005Z0YNY4,9SIAAEE4M23185,1
914,B005Z1QG2K,9SIA85V3R94990,1
915,B005ZLTEQK,9SIA24G31E0614,0
916,B005ZUZD2K,N82E16811147107,0
917,B005ZUZD2K,N82E16811147157,1
918,B00603QXPM,9SIAAEE5B48720,1
919,B0061XSBXI,9SIA0AJ5BS8762,0
920,B0061XSBXI,9SIA1N83UD9861,0
921,B0061XSBXI,9SIA1N83UD9867,0
922,B0061XSBXI,9SIA24G3KG3676,0
923,B0061XSBXI,9SIA2F84D69401,0
924,B0061XSBXI,9SIA85V41B1151,0
925,B0061XSBXI,9SIA85V41B1195,0
926,B0061XSBXI,9SIA85V41B1204,0
927,B0061XSBXI,N82E16813131991,0
928,B0061XSBXI,N82E16813132044,0
929,B0061XSBXI,N82E16813132510,0
930,B0061XSBXI,N82E16813132516,0
931,B0061XSBXI,N82E16813132517,0
932,B0061XSBXI,N82E16813132566,0
933,B0061XSBXI,N82E16813132567,0
934,B0061XSBXI,N82E16813132568,0
935,B0061XSBXI,N82E16813132573,0
936,B0061XSBXI,N82E16813132575,0
937,B0061XSBXI,N82E16813132640,0
938,B0061XSBXI,N82E16813132691,0
939,B0061XSBXI,N82E16813132693,0
940,B0061XSBXI,N82E16813132830,0
941,B0061XSBXI,N82E16813132831,0
942,B0061XSBZ6,9SIA2F84D69311,0
943,B0062KA4VM,N82E16833156380,1
944,B0062L8ZN0,N82E16835118097,1
945,B0063GKG6I,N82E16820178287,0
946,B0063GKG6I,N82E16820178288,0
947,B0065HOT2W,N82E16820231488,1
948,B0065SFEE8,9SIA9PV3Z59601,0
949,B0067G1N34,9SIA4RE54V1795,1
950,B0067I7M32,9SIA85V4AV6175,0
951,B0067MK1A4,N82E16829102035,0
952,B00684LD62,9SIA6ZP44E2979,0
953,B0069RXHQW,N82E16820139976,1
954,B006B1RRSU,9SIA67S5CF6604,1
955,B006CS4QYA,N82E16811553002,1
956,B006CSKMKW,N82E16811147159,1
957,B006CSKMKW,N82E16811147160,0
958,B006EKJCWM,9SIA4RE32A6834,1
959,B006EWUO22,N82E16820233246,1
960,B006EWUOL8,N82E16820233242,1
961,B006EWUOL8,N82E16820233264,0
962,B006I2H04I,N82E16811146087,1
963,B006I2H0YS,9SIA2F84D69342,1
964,B006I2H0YS,N82E16811139016,0
965,B006JQZ8MY,N82E16811133196,1
966,B006P160VG,9SIABMT4HR3064,0
967,B006QB1RPY,9SIAADF3V36202,0
968,B006QB1RPY,9SIAAVC4BE1004,0
969,B006QB1RPY,N82E16833320091,1
970,B006T0CHLA,N82E16820231489,1
971,B006TVQTFE,9SIA0ZX2C33049,1
972,B006TZGJGO,9SIA0AJ2978264,1
973,B006TZGJGO,9SIA0AJ2MH2159,0
974,B006TZGJGO,9SIA1CZ2504045,0
975,B006TZGJGO,9SIA1CZ3VU5214,0
976,B006TZGJGO,9SIA61K42T7279,0
977,B006TZGJGO,N82E16828112466,0
978,B006TZM6XO,9SIA1N82839802,1
979,B006UIFTTS,9SIA2J20T24044,0
980,B006UIFTTS,9SIA2J24RS2419,0
981,B006X2FBPS,9SIA0AJ4UR2809,1
982,B006X2FDL0,9SIA9JJ3HP2118,1
983,B006X2FE1O,9SIA9JA4W18097,1
984,B006X2FEIC,9SIA9JA4G34497,1
985,B006Y5UV4A,9SIA0AJ12E8618,0
986,B006Y5UV4A,9SIA0AJ17D7895,0
987,B006Y5UV4A,9SIA0AJ1AN8513,0
988,B006Y5UV4A,9SIA0AJ1BU4147,0
989,B006Y5UV4A,9SIA0AJ2GM0122,0
990,B006Y5UV4A,9SIA0AJ2N88556,0
991,B006Y5UV4A,9SIA0AJ3Z02727,0
992,B006Y5UV4A,9SIA1N82849351,0
993,B006Y5UV4A,9SIA22F56X2126,0
994,B006Y5UV4A,9SIA22F5CD4708,0
995,B006Y5UV4A,9SIA3FA36D7258,0
996,B006Y5UV4A,9SIA3TB1HF4865,0
997,B006Y5UV4A,9SIA4A03X69441,0
998,B006Y5UV4A,9SIA4P01PE9175,0
999,B006Y5UV4A,9SIA4P03HJ4087,0
1000,B006Y5UV4A,9SIA4P03S12378,0
1001,B006Y5UV4A,9SIA4T01GS2950,0
1002,B006Y5UV4A,9SIA4T01GS3609,0
1003,B006Y5UV4A,9SIA4T01GT2711,0
1004,B006Y5UV4A,9SIA4T01GT5698,0
1005,B006Y5UV4A,9SIA4T01GT5703,0
1006,B006Y5UV4A,9SIA4T01GV1812,0
1007,B006Y5UV4A,9SIA4T01H60813,0
1008,B006Y5UV4A,9SIA4T01H73124,0
1009,B006Y5UV4A,9SIA57Z22F1945,0
1010,B006Y5UV4A,9SIA57Z4W23527,0
1011,B006Y5UV4A,9SIA5AD4AZ7303,0
1012,B006Y5UV4A,9SIA6AH20Y2815,0
1013,B006Y5UV4A,9SIA6AH2SS7219,0
1014,B006Y5UV4A,9SIA6AH2T50037,0
1015,B006Y5UV4A,9SIA6AH2YP7156,0
1016,B006Y5UV4A,9SIA6ZP4YF0813,0
1017,B006Y5UV4A,9SIA7U13RH9242,1
1018,B006Y5UV4A,9SIA7U13RH9267,0
1019,B006Y5UV4A,9SIA7U13RH9362,0
1020,B006Y5UV4A,9SIA9DE3SA7827,0
1021,B006Y5UV4A,9SIA9DE3SA7968,0
1022,B006Y5UV4A,9SIA9HJ3JN3976,0
1023,B006Y5UV4A,9SIACGB57B8118,0
1024,B006Y5UV4A,N82E16822235133,0
1025,B006Y5UV4A,N82E16822235134,0
1026,B006Y5UV4A,N82E16822235135,0
1027,B006Y5UV4A,N82E16822235151,0
1028,B006Y5UV4A,N82E16822236747,0
1029,B006Y5UV4A,N82E16822236784,0
1030,B006Y5UV4A,N82E16822236890,0
1031,B006YG8X9Y,9SIA1N83YX2677,0
1032,B006YG8X9Y,N82E16820148679,1
1033,B006YLTY2O,N82E16820721107,0
1034,B006ZINK0S,N82E16820145357,1
1035,B0072G4LB4,9SIACS057Y0119,1
1036,B00745IE2K,9SIA4RE4W87212,0
1037,B0074703CM,9SIA6V656F2199,1
1038,B0075WFE3Y,9SIA0ZX2C37001,1
1039,B0076W9Q4Q,N82E16820233264,1
1040,B0076W9Q5A,N82E16820233265,1
1041,B0076Z78AM,9SIA0AJ1F73433,0
1042,B0079NRZHC,N82E16820231544,1
1043,B007AJY0ZA,N82E16820231546,1
1044,B007B5S52C,9SIA1N83YX2677,0
1045,B007B5S52C,9SIA4P03JY0328,1
1046,B007B5V268,9SIA9KW4EF3566,0
1047,B007C7BEG8,9SIA1K64284992,0
1048,B007C7BEG8,9SIA1K64291821,0
1049,B007C7BEG8,9SIA1K64292981,0
1050,B007C7BEG8,9SIA85V3S29358,0
1051,B007C7BEG8,N82E16820231278,0
1052,B007C7BEG8,N82E16820231313,0
1053,B007C7BEG8,N82E16820231315,0
1054,B007C7BEG8,N82E16820231359,0
1055,B007C7BEG8,N82E16820231416,0
1056,B007C7BEG8,N82E16820231427,0
1057,B007C7BEG8,N82E16820231429,0
1058,B007C7BEG8,N82E16820231445,0
1059,B007C7BEG8,N82E16820231485,0
1060,B007C7BEG8,N82E16820231488,0
1061,B007C7BEG8,N82E16820231489,0
1062,B007C7BEG8,N82E16820231507,0
1063,B007C7BEG8,N82E16820231527,0
1064,B007C7BEG8,N82E16820231544,0
1065,B007C7BEG8,N82E16820231546,0
1066,B007C7BEG8,N82E16820231567,1
1067,B007C7BEG8,N82E16820231569,0
1068,B007C7BEG8,N82E16820231606,0
1069,B007C7BEG8,N82E16820231609,0
1070,B007C7BEG8,N82E16820231628,0
1071,B007C7BEG8,N82E16820231718,0
1072,B007C861WO,N82E16835608025,1
1073,B007CCV1TI,9SIA1K64284992,0
1074,B007CCV1TI,9SIA1K64291821,0
1075,B007CCV1TI,9SIA1K64292981,0
1076,B007CCV1TI,9SIA85V3RB2385,0
1077,B007CCV1TI,9SIA85V3S29358,1
1078,B007CCV1TI,N82E16820231274,0
1079,B007CCV1TI,N82E16820231275,0
1080,B007CCV1TI,N82E16820231276,0
1081,B007CCV1TI,N82E16820231278,0
1082,B007CCV1TI,N82E16820231308,0
1083,B007CCV1TI,N82E16820231309,0
1084,B007CCV1TI,N82E16820231312,0
1085,B007CCV1TI,N82E16820231313,0
1086,B007CCV1TI,N82E16820231315,0
1087,B007CCV1TI,N82E16820231359,0
1088,B007CCV1TI,N82E16820231402,0
1089,B007CCV1TI,N82E16820231416,0
1090,B007CCV1TI,N82E16820231422,0
1091,B007CCV1TI,N82E16820231424,0
1092,B007CCV1TI,N82E16820231425,0
1093,B007CCV1TI,N82E16820231426,0
1094,B007CCV1TI,N82E16820231427,0
1095,B007CCV1TI,N82E16820231429,0
1096,B007CCV1TI,N82E16820231440,0
1097,B007CCV1TI,N82E16820231442,0
1098,B007CCV1TI,N82E16820231445,0
1099,B007CCV1TI,N82E16820231455,0
1100,B007CCV1TI,N82E16820231456,0
1101,B007CCV1TI,N82E16820231461,0
1102,B007CCV1TI,N82E16820231468,0
1103,B007CCV1TI,N82E16820231473,0
1104,B007CCV1TI,N82E16820231476,0
1105,B007CCV1TI,N82E16820231485,0
1106,B007CCV1TI,N82E16820231486,0
1107,B007CCV1TI,N82E16820231488,0
1108,B007CCV1TI,N82E16820231489,0
1109,B007CCV1TI,N82E16820231507,0
1110,B007CCV1TI,N82E16820231518,0
1111,B007CCV1TI,N82E16820231519,0
1112,B007CCV1TI,N82E16820231527,0
1113,B007CCV1TI,N82E16820231528,0
1114,B007CCV1TI,N82E16820231538,0
1115,B007CCV1TI,N82E16820231544,0
1116,B007CCV1TI,N82E16820231546,0
1117,B007CCV1TI,N82E16820231550,0
1118,B007CCV1TI,N82E16820231560,0
1119,B007CCV1TI,N82E16820231567,0
1120,B007CCV1TI,N82E16820231569,0
1121,B007CCV1TI,N82E16820231571,0
1122,B007CCV1TI,N82E16820231585,0
1123,B007CCV1TI,N82E16820231587,0
1124,B007CCV1TI,N82E16820231606,0
1125,B007CCV1TI,N82E16820231609,0
1126,B007CCV1TI,N82E16820231611,0
1127,B007CCV1TI,N82E16820231615,0
1128,B007CCV1TI,N82E16820231617,0
1129,B007CCV1TI,N82E16820231627,0
1130,B007CCV1TI,N82E16820231628,0
1131,B007CCV1TI,N82E16820231666,0
1132,B007CCV1TI,N82E16820231672,0
1133,B007CCV1TI,N82E16820231673,0
1134,B007CCV1TI,N82E16820231689,0
1135,B007CCV1TI,N82E16820231718,0
1136,B007CYLFBU,9SIA9KW4EF3566,0
1137,B007CZDS64,9SIA1K64291821,0
1138,B007CZDS64,9SIA85V3RB2385,0
1139,B007CZDS64,9SIA85V3S29358,0
1140,B007CZDS64,N82E16820231308,0
1141,B007CZDS64,N82E16820231402,0
1142,B007CZDS64,N82E16820231416,0
1143,B007CZDS64,N82E16820231417,0
1144,B007CZDS64,N82E16820231422,0
1145,B007CZDS64,N82E16820231424,0
1146,B007CZDS64,N82E16820231426,0
1147,B007CZDS64,N82E16820231440,0
1148,B007CZDS64,N82E16820231445,0
1149,B007CZDS64,N82E16820231455,0
1150,B007CZDS64,N82E16820231468,0
1151,B007CZDS64,N82E16820231473,0
1152,B007CZDS64,N82E16820231476,0
1153,B007CZDS64,N82E16820231485,0
1154,B007CZDS64,N82E16820231486,0
1155,B007CZDS64,N82E16820231488,0
1156,B007CZDS64,N82E16820231489,0
1157,B007CZDS64,N82E16820231503,0
1158,B007CZDS64,N82E16820231518,0
1159,B007CZDS64,N82E16820231519,0
1160,B007CZDS64,N82E16820231527,0
1161,B007CZDS64,N82E16820231528,0
1162,B007CZDS64,N82E16820231538,0
1163,B007CZDS64,N82E16820231544,0
1164,B007CZDS64,N82E16820231546,0
1165,B007CZDS64,N82E16820231550,0
1166,B007CZDS64,N82E16820231560,0
1167,B007CZDS64,N82E16820231567,0
1168,B007CZDS64,N82E16820231571,1
1169,B007CZDS64,N82E16820231585,0
1170,B007CZDS64,N82E16820231587,0
1171,B007CZDS64,N82E16820231606,0
1172,B007CZDS64,N82E16820231609,0
1173,B007CZDS64,N82E16820231611,0
1174,B007CZDS64,N82E16820231615,0
1175,B007CZDS64,N82E16820231617,0
1176,B007CZDS64,N82E16820231627,0
1177,B007CZDS64,N82E16820231628,0
